0, 0, 8, 0, 0, 
0, 1, 7, 0, 0, 
0, 2, 7, 1, 0, 
0, 3, 7, 0, 0, 
0, 4, 7, 0, 0, 
0, 5, 7, 0, 0, 
0, 6, 6, 0, 0, 
0, 7, 5, 0, 0, 
0, 8, 5, 0, 0, 
0, 9, 4, 0, 0, 
0, 10, 4, 0, 0, 
0, 11, 3, 0, 0, 
0, 12, 3, 1, 0, 
0, 13, 3, 1, 0, 
0, 14, 2, 1, 0, 
0, 15, 2, 2, 0, 
0, 16, 2, 3, 0, 
0, 17, 2, 3, 0, 
0, 18, 2, 4, 0, 
0, 19, 2, 4, 0, 
0, 20, 2, 5, 0, 
0, 21, 2, 5, 0, 
0, 22, 2, 6, 0, 
0, 23, 2, 6, 0, 
0, 24, 3, 6, 0, 
0, 25, 4, 6, 0, 
0, 26, 5, 6, 0, 
0, 27, 5, 6, 0, 
0, 28, 5, 5, 0, 
0, 29, 5, 5, 0, 
0, 30, 6, 5, 0, 
0, 31, 6, 5, 0, 
0, 32, 6, 4, 0, 
1, 0, 3, 9, 0, 
1, 1, 4, 9, 0, 
1, 2, 4, 9, 0, 
1, 3, 5, 9, 0, 
1, 4, 5, 9, 0, 
1, 5, 5, 8, 0, 
1, 6, 5, 8, 0, 
1, 7, 5, 7, 0, 
1, 8, 5, 7, 0, 
1, 9, 5, 6, 0, 
1, 10, 4, 6, 0, 
1, 11, 4, 5, 0, 
1, 12, 4, 4, 0, 
1, 13, 4, 3, 0, 
1, 14, 4, 3, 0, 
1, 15, 4, 2, 0, 
2, 0, 9, 2, 0, 
2, 1, 9, 2, 0, 
2, 2, 9, 2, 0, 
2, 3, 9, 3, 0, 
2, 4, 9, 3, 0, 
2, 5, 8, 3, 0, 
2, 6, 8, 3, 0, 
2, 7, 9, 3, 0, 
2, 8, 9, 4, 0, 
2, 9, 9, 5, 0, 
2, 10, 9, 5, 0, 
2, 11, 9, 4, 0, 
2, 12, 9, 3, 0, 
2, 13, 9, 4, 0, 
2, 14, 9, 4, 0, 
2, 15, 9, 5, 0, 
2, 16, 9, 6, 0, 
2, 17, 8, 6, 0, 
2, 18, 7, 6, 0, 
2, 19, 6, 6, 0, 
2, 20, 5, 6, 0, 
2, 21, 6, 6, 0, 
2, 22, 7, 6, 0, 
2, 23, 8, 6, 0, 
2, 24, 8, 6, 0, 
2, 25, 8, 5, 0, 
2, 26, 8, 6, 0, 
2, 27, 8, 7, 0, 
2, 28, 7, 7, 0, 
2, 29, 6, 7, 0, 
2, 30, 7, 7, 0, 
2, 31, 8, 7, 0, 
2, 32, 8, 7, 0, 
2, 33, 8, 7, 0, 
2, 34, 8, 6, 0, 
2, 35, 8, 5, 0, 
2, 36, 8, 4, 0, 
2, 37, 8, 4, 0, 
2, 38, 7, 4, 0, 
2, 39, 7, 4, 0, 
2, 40, 6, 4, 0, 
2, 41, 6, 5, 0, 
2, 42, 6, 6, 0, 
2, 43, 6, 6, 0, 
2, 44, 6, 5, 0, 
2, 45, 5, 5, 0, 
2, 46, 5, 4, 0, 
2, 47, 5, 4, 0, 
2, 48, 4, 4, 0, 
2, 49, 4, 5, 0, 
2, 50, 4, 5, 0, 
2, 51, 4, 4, 0, 
2, 52, 4, 3, 0, 
2, 53, 3, 3, 0, 
2, 54, 4, 3, 0, 
2, 55, 5, 3, 0, 
2, 56, 5, 4, 0, 
